Module,Subcategory,Type,Post Title,Post URL,Wistia_ID,Cloud_Video_Link
Meta Ads | Ad Creative Examples,Remarketing Ads | At or Above Success (at scale),Video,Roobaby Bows,https://www.youradmission.co/products/monthly-membership/categories/3092842/posts/10302584,nm3k6tny0c,https://drive.google.com/open?id=1bmAy-NIJ392Qxr7JjYOK_xpGJXpUFW9F
Meta Ads | Ad Creative Examples,Remarketing Ads | At or Above Success (at scale),Video,APL,https://www.youradmission.co/products/monthly-membership/categories/3092842/posts/10302585,84yzdx3y6s,https://drive.google.com/open?id=14LAwt3oFyOsgXn0CS26S9Z92-OFYkEET
Meta Ads | Ad Creative Examples,Remarketing Ads | At or Above Success (at scale),Video,Born Primitive,https://www.youradmission.co/products/monthly-membership/categories/3092842/posts/10302587,ijuf27jtbv,https://drive.google.com/open?id=14kW4R2uYfm9N9l37K_xkovqAUhlEI8jB
Meta Ads | Ad Creative Examples,Remarketing Ads | At or Above Success (at scale),Video,Chic Geeks,https://www.youradmission.co/products/monthly-membership/categories/3092842/posts/10302588,p57zcfput1,https://drive.google.com/open?id=1wZale4Z0sKWNuBY93Kk8EThP5DXPFxnD
Meta Ads | Ad Creative Examples,Remarketing Ads | At or Above Success (at scale),Video,Mott Bow Jeans,https://www.youradmission.co/products/monthly-membership/categories/3092842/posts/10302589,2tjs0lgqqh,https://drive.google.com/open?id=1IOgK9Oilaohjn-vpLTvZJl26B8uZHITl
Meta Ads | Ad Creative Examples,Remarketing Ads | At or Above Success (at scale),Video,Incrediwear,https://www.youradmission.co/products/monthly-membership/categories/3092842/posts/10302590,7j8cmn94yb,https://drive.google.com/open?id=1JiV8CY8WYDknxMv5-Zk_Ctey_8hvctpQ
Meta Ads | Ad Creative Examples,Remarketing Ads | At or Above Success (at scale),Video,Eye Just,https://www.youradmission.co/products/monthly-membership/categories/3092842/posts/10302591,fy1imy0qc8,https://drive.google.com/open?id=1zma31lZn3XTJS0k73Pu8Y3E0Rx1qAFmy
Meta Ads | Ad Creative Examples,Remarketing Ads | At or Above Success (at scale),Video,Bondi Boost,https://www.youradmission.co/products/monthly-membership/categories/3092842/posts/10302592,93vatf6qkn,https://drive.google.com/open?id=1_EDGtIoK_BDoWdDeI5lB_7qaGHrtNiX5
Meta Ads | Ad Creative Examples,Remarketing Ads | At or Above Success (at scale),Video,Do Amore,https://www.youradmission.co/products/monthly-membership/categories/3092842/posts/10302593,l0i5lu3suc,https://drive.google.com/open?id=1J3ANk4WMHaqnEGGWXzHazStkFZj2Y2vs
Meta Ads | Ad Creative Examples,Remarketing Ads | At or Above Success (at scale),Video,Karen Kane,https://www.youradmission.co/products/monthly-membership/categories/3092842/posts/10302594,bz6vcljyh2,https://drive.google.com/open?id=1Ejjm6PHqQIF4YEL0lYS6ld9RTlsySSWc
Meta Ads | Ad Creative Examples,Remarketing Ads | At or Above Success (at scale),Video,Alya Skin,https://www.youradmission.co/products/monthly-membership/categories/3092842/posts/10302595,hplgj0m8wm,https://drive.google.com/open?id=1f5UCLI89aIM-BEuLhBnrLyBVJi_ZvFrz
Meta Ads | Ad Creative Examples,Remarketing Ads | At or Above Success (at scale),Video,Love Wellness,https://www.youradmission.co/products/monthly-membership/categories/3092842/posts/10302596,1o30we8ekz,https://drive.google.com/open?id=1he8R67kRaoyME5-ISPuZ3cPAm2sjXFaw
Meta Ads | Ad Creative Examples,Remarketing Ads | At or Above Success (at scale),Video,Andar Wallets,https://www.youradmission.co/products/monthly-membership/categories/3092842/posts/10302597,13qbxpbge5,https://drive.google.com/open?id=1UBN6VdYTpkNJ-E4yogpKmPUEUH0Q1f0r
Meta Ads | Ad Creative Examples,Remarketing Ads | At or Above Success (at scale),Video,Freedom Grooming,https://www.youradmission.co/products/monthly-membership/categories/3092842/posts/10302598,cilnnekh38,https://drive.google.com/open?id=1yQrAQUw0mygrryDy1gOcuHIDG3GqXkdK
Meta Ads | Ad Creative Examples,Remarketing Ads | At or Above Success (at scale),Video,Our Spare Change,https://www.youradmission.co/products/monthly-membership/categories/3092842/posts/10302599,zeqa6iwgf2,https://drive.google.com/open?id=1obRPpJaJeE2BIXULYOrnEh2FaGCtxOtx
Meta Ads | Ad Creative Examples,Remarketing Ads | At or Above Success (at scale),Video,West Willow,https://www.youradmission.co/products/monthly-membership/categories/3092842/posts/10302600,fyutrupm61,https://drive.google.com/open?id=104jqiHs9nKyJxBG7qYX4yO4D50oWD_6w
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Text,September 2022 Top Performers Round Up,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/2161852591,None,N/A
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Andar Wallets,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301960,we2nfznjp4,https://drive.google.com/open?id=1Zx3uD4TYoh6aa4T0abIXea70dtWcuscm
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Mott & Bow Jeans,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301961,19f02q9tps,https://drive.google.com/open?id=1tQZGxl49KxBUjsTTHewUEnOY21o-2JZE
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Bondi Boost,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301962,ufen2zwf20,https://drive.google.com/open?id=1_U1enNJwUVpgV7nLi73qu-Iz2RKQXWEU
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Do Amore,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301963,crb6k3er05,https://drive.google.com/open?id=10zl-ztqu-OH8oyreH_SvTX7qc_gCgF_x
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Karen Kane,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301964,5vmdyh7cbu,https://drive.google.com/open?id=10UPLlP-Is_sRK_LZUxgTtNMVAeaBWYz_
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Incrediwear,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301965,3ujx6redys,https://drive.google.com/open?id=1MDWlfmvdirHDXLbvO2hjJPiWDE99DyTg
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,APL,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301966,5jcqnjpm8g,https://drive.google.com/open?id=1kr-0iBFQUpKkCka_7yOFJTN6KLAJhp79
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Inkopious,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301967,29ss8ak3nw,https://drive.google.com/open?id=15rNPZsowYtaYGK1YN5cG3DKhzGbw4U0-
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Zoe Strollers,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301968,kzpicalhux,https://drive.google.com/open?id=1EipgXDOBLnCDTTC9XK2liPM29quupPLO
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Baboon to the Moon,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301969,9zri97su5f,https://drive.google.com/open?id=1KPfScMDKbSIyv4l52HEM6Us2yKjnPZPj
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Baboon to the Moon,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301970,w18ym7juht,https://drive.google.com/open?id=1KPfScMDKbSIyv4l52HEM6Us2yKjnPZPj
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Our Spare Change,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301971,9fshxvm0ed,https://drive.google.com/open?id=1acyiVfiPhWP3jeJr5HY62Utq5pGvAjfT
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Alya Skin,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301972,blj7cu9n33,https://drive.google.com/open?id=1NwGiuXcupxKLgFHbVSQ-_WcHVEZ2gEZu
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Born Primitive,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301973,f0pz3kk4kz,https://drive.google.com/open?id=1ruoByYI-fNe26FaqqZSCQ3j9GeId6RTP
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Love Wellness,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301974,ivt4oi3ru3,https://drive.google.com/open?id=1QDuqDjgTB-XnU7jKqxgmyxf37CMRsCdL
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Eye Just,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301975,lbwzod9jej,https://drive.google.com/open?id=1PXI2ozPK-ElK1D9fM3J2kZ62JtJqU80F
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Roobaby Bows,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301976,kzlx5pla7y,https://drive.google.com/open?id=1avqP4fx5ndlErIlnfLvVdFnr9jZJIlln
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Freedom Grooming,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301977,4edat7fr83,https://drive.google.com/open?id=1BYhVHWIsWV_WCo8oHkqttE2QSB7PrmVX
Meta Ads | Ad Creative Examples,Prospecting Ads | At or Above Success (at scale),Video,Chic Geeks,https://www.youradmission.co/products/monthly-membership/categories/3092614/posts/10301978,x4eanhhyxr,https://drive.google.com/open?id=1UOviT7vNEvTiF-iuochP5axoEGxo36wl
Bonus Trainings & Downloads,General,Video,How to Create Magical CX Moments on Auto-Pilot (60 min),https://www.youradmission.co/products/monthly-membership/categories/2236651/posts/2163495357,2ylhylhzbs,https://drive.google.com/open?id=1jgAJACbl5USSSlzHDpouN2Pig9sxpDsC
Bonus Trainings & Downloads,General,Video,Amazon Office Hours with Michael Morgan (60 min),https://www.youradmission.co/products/monthly-membership/categories/2236651/posts/2159491781,e8605ki6q2,https://drive.google.com/open?id=1VHGZO4LDcZDHIH6itc-6x0TTguBAqJfO
Bonus Trainings & Downloads,General,Video,How to Build Relationships & Why It Matters (56 min),https://www.youradmission.co/products/monthly-membership/categories/2236651/posts/2157786342,ger3dv4ku9,https://drive.google.com/open?id=1xHm2QRbnaeIcGXYIdqGEaqZdwbIiEX_v
Bonus Trainings & Downloads,General,Video,Digital Marketing Think Tank | Taylor Holiday & Ezra Firestone (60 min),https://www.youradmission.co/products/monthly-membership/categories/2236651/posts/2157922267,1gxu905q5i,https://drive.google.com/open?id=1RlV7P2TlNYGDlqYyPlIBxuVZGEcHCnHl
Bonus Trainings & Downloads,General,Video,5 Ways to Improve Your FB Ad Performance Outside of Ads Manager (60 min),https://www.youradmission.co/products/monthly-membership/categories/2236651/posts/7504117,hsdfw962w6,https://drive.google.com/open?id=1hjlJJmltgyynU5bCxB-WnnUdmYz68ta_
Bonus Trainings & Downloads,General,Video,Conversion Rate Optimization 101: How to Improve Your CRO Today (60 min),https://www.youradmission.co/products/monthly-membership/categories/2236651/posts/7503946,kr8jmnbut9,https://drive.google.com/open?id=1AhBkZBcCMEzmwIi359zy4w2OKtnZ7jXP
Bonus Trainings & Downloads,General,Text,Establishing Brand Differentiation,https://www.youradmission.co/products/monthly-membership/categories/2236651/posts/7474195,None,N/A
Bonus Trainings & Downloads,General,Text,Brand Acquisition Qualification Sheet (4x400),https://www.youradmission.co/products/monthly-membership/categories/2236651/posts/9478146,None,N/A
Unlocked Tactics Episodes,General,Video,Planning Model Breaking Moments + Deck Access (14 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2187841138,yci23z8t4m,https://drive.google.com/open?id=12d9AuPW-rezD3TdHrCNhZmN3aV_MM856
Unlocked Tactics Episodes,General,Video,Guide to Profitable Media Buying 2025 + Deck Access (13 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2187564176,9n6mdna4so,https://drive.google.com/open?id=1U_vb_D8YotxegEWTPIshL9F3jFhH9I4y
Unlocked Tactics Episodes,General,Video,Winning with Youtube Ads in 2025 + DECK ACCESS (28 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2187136193,e8feyxy1v4,https://drive.google.com/open?id=1V8B81b6QrhH9qTHbBVHn4t9abBVHfjJp
Unlocked Tactics Episodes,General,Video,Episode 21: How to Build a Creator Content System (9 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2186513361,ag6ifhl0wr,https://drive.google.com/open?id=1kvJkByq0PH47Ua_8pN5vP7OkUQ89hSDJ
Unlocked Tactics Episodes,General,Video,Episode 20: Incrementality 101 (15 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2185219419,5c2otgjyhx,https://drive.google.com/open?id=1HkhxQF4NT7JtunSQXBH7nY902fK6DCrQ
Unlocked Tactics Episodes,General,Video,Episode 19: The Anatomy of a Great Email (16 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2184743515,46pbgsslc6,https://drive.google.com/open?id=1xeMfCPMWDYFZDQPFqu4AwIzxKNiqyJ4E
Unlocked Tactics Episodes,General,Video,Episode 18: Meta Optimization Best Practices (10 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2184622480,utxn8pxiet,https://drive.google.com/open?id=1kllb9ECvuE7IvdPp_jbVsw_PZMhZ49A7
Unlocked Tactics Episodes,General,Video,Episode 17: Maximizing Video Ad Volume (5 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2184349728,rcc135g04j,https://drive.google.com/open?id=1Gnf98bqXIt1-VQopZH7bT3JllLIE7cgo
Unlocked Tactics Episodes,General,Video,Episode 16: How to Build Predictable Revenue with Subscriptions (13.5 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2182761956,sqdzymcntt,https://drive.google.com/open?id=16p8ThiraWW2G4DlwzJK718eKRGW2XQ6Z
Unlocked Tactics Episodes,General,Video,Episode 15: 2024 Q4 Strategy and Maximizing Revenue on BFCM (10 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2182022961,rwdqifeh4b,https://drive.google.com/open?id=1ZtHRr-frmXZAllXSJaLRXwCmD5rZfHEV
Unlocked Tactics Episodes,General,Video,"Episode 14,Pt. 2: Email Strategies to Win Post-Holiday (12 min)",https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2181706737,us17i7vdsb
Unlocked Tactics Episodes,General,Video,"Episode 14,Pt. 1: Retention Best Practices (6.5 min)",https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2181706602,326nab4dph
Unlocked Tactics Episodes,General,Video,Episode 13: Conversion Copywriting Fundamentals (38 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2180676259,gbmu1t6zt8,https://drive.google.com/open?id=1P8bExfgVz7fXOvHYN4Oc4DbzkQ8Qiqd9
Unlocked Tactics Episodes,General,Video,Episode 12: Google Best Practices 2024 (30 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2179911876,s7a0m1lag7,https://drive.google.com/open?id=19PxED4iUxLUHFxMY_v3N_pOe0zP8Wmeh
Unlocked Tactics Episodes,General,Video,Episode 11: Setting Monthly Revenue Targets (19 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2179371035,athxks0bly,https://drive.google.com/open?id=1n6-lXtOyPm74JQqvGqDEasEurmOVRxRp
Unlocked Tactics Episodes,Live Sessions,Video,Tactics with Taylor LIVE Episode 7 (54 min),https://www.youradmission.co/products/monthly-membership/categories/2156212267/posts/2181535708,b7vz9v6zoe,https://drive.google.com/open?id=1V7SlUE05dy3l8aCvPZmSz7Cs56fAdd8D
Unlocked Tactics Episodes,Live Sessions,Video,Tactics with Taylor LIVE Episode 6 (1 hr),https://www.youradmission.co/products/monthly-membership/categories/2156212267/posts/2180567288,34ivcn2d9x,https://drive.google.com/open?id=1LI4fdsEBxtPO7dHerKT6WJqJLc1Sszq4
Unlocked Tactics Episodes,Live Sessions,Video,Tactics with Taylor LIVE Episode 5 (1 hr),https://www.youradmission.co/products/monthly-membership/categories/2156212267/posts/2178869360,66nmyyqick,https://drive.google.com/open?id=1vfirQsWQduv906Ld8prL9rkU8CdZt-Se
Unlocked Tactics Episodes,Live Sessions,Video,Tactics With Taylor LIVE Episode 3 (50 min),https://www.youradmission.co/products/monthly-membership/categories/2156212267/posts/2176213318,2c2bdffg5a,https://drive.google.com/open?id=1cBvoY70nms9AycWDapI2rPU-Q6Bs2sHV
Unlocked Tactics Episodes,Live Sessions,Video,Tactics With Taylor LIVE Episode 2 (52 min),https://www.youradmission.co/products/monthly-membership/categories/2156212267/posts/2175460701,t5mrw9ou8p,https://drive.google.com/open?id=1dqGHsem14MZp12237C1BBlaThFblQbfb
Unlocked Tactics Episodes,Live Sessions,Video,Tactics with Taylor LIVE Episode 1 (35 min),https://www.youradmission.co/products/monthly-membership/categories/2156212267/posts/2174619173,pjasuf1voa,https://drive.google.com/open?id=1hDqlUkJqUbLdyZX_NA44dC9tR9BYtruD
Unlocked Tactics Episodes,General,Video,Episode 10: Meta Ads Campaign Structure 2024 (17 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2179000563,koaqcwsz0w,https://drive.google.com/open?id=1mlLrm0SIVU59tgVND7XaTC1VXE5kW3cr
Unlocked Tactics Episodes,General,Video,Episode 8: Thriving With Limited Resources,https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2176009515,vlzhkjfnh1,https://drive.google.com/open?id=1g2oXyg0r8Yne6hAOaZInYdLhxwaI7O0B
Unlocked Tactics Episodes,General,Video,Episode 7: How to Forecast Email Revenue (6 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2174901936,471usdou1o,https://drive.google.com/open?id=1xpRpyPswMy6crhR1Wtq6TszEo5py4T1A
Unlocked Tactics Episodes,General,Video,Episode 6: How to Allocate Marketing Spend (15 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2174586622,ok9ijsqrak,https://drive.google.com/open?id=1NtdI7256_Pi38Oehe9otdS3W49y_8sL3
Unlocked Tactics Episodes,General,Video,Episode 5: How to Survive a Revenue Valley (9 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2174280584,6xtjjbcdzh,https://drive.google.com/open?id=1o1XDH1EoJUvDI6VvxijA3Lnnn5BDOolO
Unlocked Tactics Episodes,General,Video,Episode 4: How to Use MER (13 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2173813625,emsrvhqbow,https://drive.google.com/open?id=1sZvUdm1DFxQS00Is2Xy__g3WeOMNqeIG
Unlocked Tactics Episodes,General,Video,Episode 3: How to Use LTV (27 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2173435798,49tb00uq2i,https://drive.google.com/open?id=1Gkmkz7JpegQ_YHKsAQ4uBxX-JXV8I2Vd
Unlocked Tactics Episodes,General,Video,Episode 2: How to Connect Creative and Finance (33 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2173202627,fyk1maxvua,https://drive.google.com/open?id=1c7izSM3fEIkVyF-yYOEVq72M-IygqvcO
Unlocked Tactics Episodes,General,Video,Episode 1: How to Use Cost Caps (32 min),https://www.youradmission.co/products/monthly-membership/categories/2154159260/posts/2172767654,b3qf1pvdxk,https://drive.google.com/open?id=1SjH3NsU642hgaNxT8zeL2O2cvZKX4n9A
Unlocked Tactics Episodes,Live Sessions,Video,Tactics with Taylor LIVE Episode 7 (54 min),https://www.youradmission.co/products/monthly-membership/categories/2156212267/posts/2181535708,b7vz9v6zoe,https://drive.google.com/open?id=18uoOcCVwZ19AX0MY9Hqf0mzX5BlVbod1
Unlocked Tactics Episodes,Live Sessions,Video,Tactics with Taylor LIVE Episode 6 (1 hr),https://www.youradmission.co/products/monthly-membership/categories/2156212267/posts/2180567288,34ivcn2d9x,https://drive.google.com/open?id=1LI4fdsEBxtPO7dHerKT6WJqJLc1Sszq4
Unlocked Tactics Episodes,Live Sessions,Video,Tactics with Taylor LIVE Episode 5 (1 hr),https://www.youradmission.co/products/monthly-membership/categories/2156212267/posts/2178869360,66nmyyqick,https://drive.google.com/open?id=1z9dB9oLYJP-NXJlRRcHSyL4Cw1w_F2F_
Unlocked Tactics Episodes,Live Sessions,Video,Tactics With Taylor LIVE Episode 3 (50 min),https://www.youradmission.co/products/monthly-membership/categories/2156212267/posts/2176213318,2c2bdffg5a,https://drive.google.com/open?id=1cBvoY70nms9AycWDapI2rPU-Q6Bs2sHV
Unlocked Tactics Episodes,Live Sessions,Video,Tactics With Taylor LIVE Episode 2 (52 min),https://www.youradmission.co/products/monthly-membership/categories/2156212267/posts/2175460701,t5mrw9ou8p,https://drive.google.com/open?id=1dqGHsem14MZp12237C1BBlaThFblQbfb
Unlocked Tactics Episodes,Live Sessions,Video,Tactics with Taylor LIVE Episode 1 (35 min),https://www.youradmission.co/products/monthly-membership/categories/2156212267/posts/2174619173,pjasuf1voa,https://drive.google.com/open?id=1hDqlUkJqUbLdyZX_NA44dC9tR9BYtruD
Recent Trainings,General,Text,2025 BFCM Pacing Data (Deck Only),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2192697731,None,N/A
Recent Trainings,General,Video,Setting Expectations for BFCM (3.5 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2192636983,j6rwmj44rs,https://drive.google.com/open?id=19sxanqIUv7LteU3aX5WsbXPfxX81X18w
Recent Trainings,General,Video,Structuring Paid Media Incentives (5 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2192636544,i5zpvdzn69,https://drive.google.com/open?id=1NYyFwyJpUSayX_urspZP9FGRvQrALDNF
Recent Trainings,General,Video,What to Do When Nothing's Working 2025 Update (25 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2192255454,94s8zpl4cd,https://drive.google.com/open?id=1gYmM6gTAoZigKOI-w9DyAczrTBhR8Jc_
Recent Trainings,General,Video,Cost Controls: When to Use Each Type (1 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2191725060,8g1ik3dybx,https://drive.google.com/open?id=13eykPYjJFfyQwc5oycX9TyDyewzGKb9A
Recent Trainings,General,Video,Launching a New Product to Existing Customers (3.5 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2191724807,kvh4jd0spj,https://drive.google.com/open?id=1w2IpFOBSWcZJqEErd4eZHTC2XGIEq8PJ
Recent Trainings,General,Video,Meta Ad Account Security (aka How to Not Get Hacked) (2 mins),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2191724358,x63yv4e9ko,https://drive.google.com/open?id=1ePkQyBGYQGxabipOfUWEGTBMdIt7dHTh
Recent Trainings,General,Video,BFCM 2025 Key Trends (6 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2190697713,1d5nvv45wv,https://drive.google.com/open?id=1TloID8r0-2xqB3D5lBu7cMJXxPNR8LB1
Recent Trainings,General,Video,How to Hire Great People (7 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2190697730,6rq2eibqfg,https://drive.google.com/open?id=15XkmMPtZO7_6LaIJ5T3xCZWNr4n-BnQG
Recent Trainings,General,Video,Black Friday Email Prep Essentials (2 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2190484912,6u22wsjlwc,https://drive.google.com/open?id=1lHLRvO-udYB4UmCfdkT2ifwbyJMJaNdw
Recent Trainings,General,Video,What to Do About the New Texas SMS Law (2 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2190484175,mhn3lqct01,https://drive.google.com/open?id=1d8eH1Vyus77kzqfMgwahWAYusE3-VHat
Recent Trainings,General,Text,Meta Performance Summit 2025 Resources,https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2188950407,None,N/A
Recent Trainings,General,Video,Google Best Practices 2025 (23 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2188261719,su344ujsqa,https://drive.google.com/open?id=1ANsmbAXpzfGjoQCuW4POSU1uI5kQb3rs
Recent Trainings,General,Text,NEW Creative Diversification Deck - Meta,https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2188161607,None,N/A
Recent Trainings,General,Video,Planning Model Breaking Moments + Deck Access (14 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2187714893,ktc1cy9h1u,https://drive.google.com/open?id=1zbL1vZpCf2CB3Ps1uQbZqZZ0Fj2fgw6t
Recent Trainings,General,Video,Guide to Profitable Media Buying 2025 + Deck Access (13 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2187562331,2m1uz6lusr,https://drive.google.com/open?id=12qT5u3KCsVfqyTscZEo7tnG-GBc-73cx
Recent Trainings,General,Video,Building a Creator Content System: A Step-By-Step Guide (10 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2187312125,omxhfx3vvk,https://drive.google.com/open?id=1Zun7GIii1kIiKF7BIYp_L3e-M7hKzNxW
Recent Trainings,General,Video,Winning with Youtube Ads in 2025 + DECK ACCESS (28 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2187135713,y8q0n88qks,https://drive.google.com/open?id=1-UMmUZHTN6EM-9ZbKUjXY4BrFdPY6VMU
Recent Trainings,General,Video,FULL CTC Client Tariff Strategy Webinar Replay (40 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2186921820,ser5vpz05s,https://drive.google.com/open?id=1pF83xaEerSQ2cokAgmxHQG356kewj3UL
Recent Trainings,General,Video,When Do I Build a New Campaign? (7 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2186157568,n7v5sx6k0a,https://drive.google.com/open?id=1uADKl0WYsjdu9AH7ejDGSg1M67E3ZYJx
Recent Trainings,General,Video,Incrementality 101 (15 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2185217349,cr03jp53u1,https://drive.google.com/open?id=1MRvLXkAzyL2XC_WZJesC5lNZ7PxLI8QK
Recent Trainings,General,Video,The Anatomy of a Great Email (16 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2184743174,tkpwnjgheb,https://drive.google.com/open?id=12o6uOS5T5viw9gcbws3QWEefq5STzRKw
Recent Trainings,General,Video,Meta Optimization Best Practices (10 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2184622253,uaw764vxch,https://drive.google.com/open?id=1HRiNZGofDDaTSYnrm4UrssVfXo4vg7-B
Recent Trainings,General,Video,Maximizing Video Ad Volume (5 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2184349406,wwzz5haqiz,https://drive.google.com/open?id=1io3t3EBrG6VmL2N5ZRK5DmB2OEEv28iE
Recent Trainings,General,Video,Incrementality Benchmarks (6 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2183650313,orkg4we84t,https://drive.google.com/open?id=1_xX0e9oV5r6NShy6Z2vT7uyTHRsLBn16
Recent Trainings,General,Video,Creative Diversification Cheat Sheet (2 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2183379069,gepx52rn9z,https://drive.google.com/open?id=1dCVvp2Bp9saT4KEtfUgPOeSOFSV6-Vot
Recent Trainings,General,Video,BFCM Revenue Pacing (3 min),https://www.youradmission.co/products/monthly-membership/categories/2148029752/posts/2183016601,uxsnnyu6gd,https://drive.google.com/open?id=1qfZqVoc3pDXTiA8JzCsuE1lgStNA0-Qu
